,Model,Price,Year,Miles,Fuel,Transmission,EngineSize
3368,3 Series,12980,2016,54000,Petrol,Automatic,3.0
3369,4 Series,12980,2017,41000,Diesel,Automatic,2.0
3370,5 Series,14980,2016,45000,Petrol,Automatic,2.0
3371,1 Series,14980,2015,30000,Petrol,Automatic,1.6
3372,5 Series,13399,2015,31700,Petrol,Manual,2.0
3373,3 Series,17499,2018,33220,Diesel,Automatic,2.0
3374,3 Series,12595,2017,52000,Petrol,Manual,2.0
3375,3 Series,13890,2018,70000,Diesel,Automatic,2.0
3376,4 Series,15990,2018,45000,Petrol,Automatic,2.0
3377,3 Series,9550,2017,72652,Diesel,Manual,3.0
3378,X3,16700,2016,32709,Petrol,Automatic,3.0
3379,X3,16800,2016,15469,Petrol,Automatic,2.0
3380,3 Series,16699,2018,23714,Petrol,Semiauto,2.0
3381,3 Series,11000,2014,78357,Petrol,Manual,2.0
3382,X1,11990,2018,76509,Petrol,Automatic,1.5
3383,3 Series,14495,2019,34139,Petrol,Manual,2.0
3384,3 Series,12000,2018,63829,Petrol,Manual,2.0
3385,3 Series,12400,2019,63329,Petrol,Manual,2.0
3386,3 Series,17000,2019,46921,Petrol,Automatic,3.0
3387,3 Series,18700,2020,27069,Petrol,Automatic,3.0
3388,3 Series,20300,2020,52079,Petrol,Automatic,3.0
3389,4 Series,10995,2014,79000,Diesel,Manual,2.0
3390,5 Series,14495,2018,46000,Diesel,Manual,2.0
3391,1 Series,11495,2016,70135,Petrol,Manual,1.6
3392,5 Series,14999,2018,44000,Petrol,Automatic,2.0
3393,3 Series,14200,2015,53577,Diesel,Manual,2.0
3394,3 Series,20000,2021,16000,Petrol,Automatic,2.0
3395,3 Series,11940,2018,63259,Petrol,Manual,2.0
3396,4 Series,15440,2019,41041,Petrol,Automatic,2.0
3397,X3,19500,2021,30316,Petrol,Manual,3.0
3398,X3,23000,2021,36589,Petrol,Automatic,2.0
3399,3 Series,16250,2019,24000,Diesel,Manual,2.0
3400,3 Series,28190,2023,6226,Petrol,Semiauto,2.0
3401,X1,29390,2023,8950,Diesel,Semiauto,1.5
3402,3 Series,30190,2023,7188,Petrol,Semiauto,2.0
3403,3 Series,33790,2023,8980,Hybrid,Semiauto,2.0
3404,3 Series,33790,2022,6680,Diesel,Semiauto,2.0
3405,3 Series,34790,2023,6380,Petrol,Semiauto,3.0
3406,3 Series,31690,2022,5728,Petrol,Semiauto,3.0
3407,3 Series,12500,2017,74765,Petrol,Automatic,3.0
3408,4 Series,14995,2016,43000,Petrol,Manual,2.0
3409,5 Series,11995,2014,31814,Petrol,Manual,2.0
3410,1 Series,13995,2014,74000,Petrol,Automatic,1.6
3411,5 Series,13890,2017,67000,Petrol,Automatic,2.0
3412,3 Series,14000,2014,57380,Diesel,Automatic,2.0
3413,3 Series,16500,2016,38383,Petrol,Automatic,2.0
3414,3 Series,15495,2015,68353,Diesel,Automatic,2.0
3415,4 Series,15990,2016,51750,Diesel,Automatic,2.0
3416,3 Series,12975,2017,44000,Petrol,Manual,3.0
3417,X3,16975,2019,34000,Diesel,Automatic,3.0
3418,X3,13500,2015,40463,Petrol,Semiauto,2.0
3419,3 Series,13950,2018,43436,Petrol,Semiauto,2.0
3420,3 Series,11700,2016,64300,Diesel,Manual,2.0
3421,X1,13700,2017,59800,Diesel,Manual,1.5
3422,3 Series,14000,2018,42000,Diesel,Manual,2.0
3423,3 Series,17100,2017,29700,Diesel,Automatic,2.0
3424,3 Series,23780,2020,17619,Petrol,Automatic,2.0
3425,3 Series,14995,2018,21240,Diesel,Semiauto,3.0
3426,3 Series,16795,2019,30514,Diesel,Manual,3.0
3427,3 Series,26295,2022,7300,Petrol,Semiauto,3.0
3428,4 Series,14990,2016,37000,Hybrid,Automatic,2.0
3429,5 Series,10950,2015,58000,Diesel,Manual,2.0
3430,1 Series,11850,2016,84900,Petrol,Manual,1.6
3431,5 Series,12950,2018,55200,Petrol,Manual,2.0
3432,3 Series,14250,2015,85000,Petrol,Automatic,2.0
3433,3 Series,8444,2012,85000,Diesel,Automatic,2.0
3434,3 Series,13999,2013,20734,Petrol,Manual,2.0
3435,4 Series,21395,2019,19716,Petrol,Semiauto,2.0
3436,3 Series,12500,2016,30560,Diesel,Manual,3.0
3437,X3,14499,2014,37100,Diesel,Automatic,3.0
3438,X3,17995,2015,45605,Petrol,Automatic,2.0
3439,3 Series,14995,2017,33609,Petrol,Automatic,2.0
3440,3 Series,14499,2017,27000,Petrol,Manual,2.0
3441,X1,20000,2021,20000,Petrol,Manual,1.5
3442,3 Series,15950,2019,55000,Diesel,Automatic,2.0
3443,3 Series,19950,2021,36000,Petrol,Automatic,2.0
3444,3 Series,21795,2020,11076,Petrol,Automatic,2.0
3445,3 Series,22990,2020,17190,Petrol,Automatic,3.0
3446,3 Series,22995,2020,17730,Petrol,Automatic,3.0
3447,3 Series,23990,2020,11096,Petrol,Automatic,3.0
3448,4 Series,26995,2022,17714,Diesel,Automatic,2.0
3449,5 Series,29749,2023,6247,Petrol,Automatic,2.0
3450,1 Series,29890,2023,4703,Petrol,Automatic,1.6
3451,5 Series,29899,2023,1406,Petrol,Automatic,2.0
3452,3 Series,30795,2023,7360,Diesel,Automatic,2.0
3453,3 Series,30891,2023,2902,Petrol,Automatic,2.0
3454,3 Series,31795,2023,8227,Diesel,Automatic,2.0
3455,4 Series,31995,2023,4911,Diesel,Automatic,2.0
3456,3 Series,31995,2023,6869,Diesel,Automatic,3.0
3457,X3,32489,2023,876,Petrol,Automatic,3.0
3458,X3,35489,2023,1260,Petrol,Automatic,2.0
3459,3 Series,35989,2023,3730,Petrol,Automatic,2.0
3460,3 Series,35990,2023,1214,Hybrid,Automatic,2.0
3461,X1,40899,2023,3406,Petrol,Automatic,1.5
3462,3 Series,15980,2019,32307,Diesel,Automatic,2.0
3463,3 Series,17980,2019,29277,Diesel,Automatic,2.0
3464,3 Series,20980,2020,46780,Diesel,Automatic,2.0
3465,3 Series,14495,2017,57000,Diesel,Automatic,3.0
3466,3 Series,14500,2018,20000,Petrol,Manual,3.0
3467,3 Series,14600,2016,32000,Petrol,Automatic,3.0
3468,4 Series,16000,2018,22000,Petrol,Automatic,2.0
3469,5 Series,16200,2020,21000,Petrol,Manual,2.0
3470,1 Series,16400,2019,30000,Petrol,Automatic,1.6
3471,5 Series,13575,2018,44000,Diesel,Automatic,2.0
3472,3 Series,20995,2018,18659,Petrol,Automatic,2.0
3473,3 Series,22990,2020,17603,Petrol,Automatic,2.0
3474,3 Series,22990,2020,13681,Hybrid,Automatic,2.0
3475,4 Series,23595,2019,34394,Petrol,Automatic,2.0
3476,3 Series,24395,2021,19135,Diesel,Automatic,3.0
3477,X3,24895,2020,8548,Petrol,Automatic,3.0
3478,X3,26395,2021,10829,Petrol,Automatic,2.0
3479,3 Series,26880,2022,11074,Petrol,Automatic,2.0
3480,3 Series,28995,2023,2027,Petrol,Manual,2.0
3481,X1,29895,2023,3297,Petrol,Automatic,1.5
3482,3 Series,31895,2023,5612,Diesel,Automatic,2.0
3483,3 Series,31995,2023,3111,Petrol,Automatic,2.0
3484,3 Series,32490,2023,4359,Diesel,Automatic,2.0
3485,3 Series,32495,2023,6210,Petrol,Automatic,3.0
3486,3 Series,33395,2023,1857,Petrol,Automatic,3.0
3487,3 Series,39995,2023,1594,Hybrid,Automatic,3.0
3488,4 Series,39995,2023,3030,Petrol,Automatic,2.0
3489,5 Series,12500,2018,53650,Petrol,Manual,2.0
3490,1 Series,12700,2018,90360,Hybrid,Automatic,1.6
3491,5 Series,13500,2019,85430,Hybrid,Automatic,2.0
3492,3 Series,16500,2019,52230,Petrol,Automatic,2.0
3493,3 Series,19900,2020,30310,Petrol,Automatic,2.0
3494,3 Series,16990,2015,39914,Petrol,Automatic,2.0
3495,4 Series,11999,2018,76300,Hybrid,Automatic,2.0
3496,3 Series,13499,2018,46450,Petrol,Manual,3.0
3497,X3,12395,2019,63115,Petrol,Manual,3.0
3498,X3,6990,2015,119912,Diesel,Automatic,2.0
3499,3 Series,12750,2017,52236,Diesel,Manual,2.0
3500,3 Series,16250,2017,33609,Petrol,Automatic,2.0
3501,X1,18400,2020,16918,Petrol,Semiauto,1.5
3502,3 Series,20200,2019,10082,Petrol,Semiauto,2.0
3503,3 Series,11000,2017,83737,Petrol,Automatic,2.0
3504,3 Series,11700,2019,37747,Petrol,Manual,2.0
3505,3 Series,12600,2020,32252,Petrol,Manual,3.0
3506,3 Series,15200,2019,21036,Petrol,Manual,3.0
3507,3 Series,16300,2018,40270,Petrol,Automatic,3.0
3508,4 Series,17000,2019,15929,Petrol,Automatic,2.0
3509,5 Series,18700,2020,63091,Petrol,Automatic,2.0
3510,1 Series,14499,2017,46781,Diesel,Automatic,1.6
3511,5 Series,19500,2021,30316,Petrol,Manual,2.0
3512,3 Series,16370,2020,48481,Petrol,Semiauto,2.0
3513,3 Series,10568,2014,50694,Diesel,Manual,2.0
3514,3 Series,11998,2016,30703,Petrol,Manual,2.0
3515,4 Series,15298,2018,38176,Petrol,Automatic,2.0
3516,3 Series,8995,2014,98000,Diesel,Automatic,3.0
3517,X3,15875,2019,19609,Petrol,Manual,3.0
3518,X3,21500,2020,21417,Petrol,Manual,2.0
3519,3 Series,15750,2018,29282,Diesel,Automatic,2.0
3520,3 Series,17592,2015,49000,Petrol,Automatic,2.0
3521,X1,13995,2016,59000,Petrol,Automatic,1.5
3522,3 Series,18895,2019,20796,Petrol,Automatic,2.0
3523,3 Series,14650,2015,35100,Diesel,Automatic,2.0
3524,3 Series,10900,2015,58413,Petrol,Manual,2.0
3525,3 Series,16950,2018,49900,Diesel,Automatic,3.0
3526,3 Series,19790,2019,19629,Diesel,Semiauto,3.0
3527,3 Series,8500,2014,104340,Diesel,Manual,3.0
3528,4 Series,18500,2019,26200,Diesel,Automatic,2.0
3529,5 Series,26390,2021,29924,Diesel,Semiauto,2.0
3530,1 Series,31490,2023,8000,Diesel,Semiauto,1.6
3531,5 Series,32090,2023,1627,Petrol,Semiauto,2.0
3532,3 Series,33690,2023,4018,Petrol,Semiauto,2.0
3533,3 Series,33990,2023,11500,Petrol,Semiauto,2.0
3534,3 Series,34590,2023,6100,Hybrid,Semiauto,2.0
3535,4 Series,35190,2023,5000,Petrol,Semiauto,2.0
3536,3 Series,35290,2023,3360,Petrol,Semiauto,3.0
3537,X3,14995,2018,23836,Petrol,Manual,3.0
3538,X3,11400,2017,76056,Diesel,Manual,2.0
3539,3 Series,12500,2016,32754,Petrol,Manual,2.0
3540,3 Series,13200,2019,47138,Petrol,Semiauto,2.0
3541,X1,13500,2018,59634,Diesel,Automatic,1.5
3542,3 Series,13700,2016,31250,Diesel,Automatic,2.0
3543,3 Series,14000,2018,73342,Diesel,Semiauto,2.0
3544,3 Series,14900,2018,48034,Petrol,Automatic,2.0
3545,3 Series,15700,2019,38029,Petrol,Automatic,3.0
3546,3 Series,16000,2019,33383,Diesel,Manual,3.0
3547,3 Series,16200,2016,24472,Diesel,Automatic,3.0
3548,4 Series,17000,2019,32517,Hybrid,Automatic,2.0
3549,5 Series,18000,2019,39636,Diesel,Automatic,2.0
3550,1 Series,18200,2020,25077,Hybrid,Automatic,1.6
3551,5 Series,18500,2019,40546,Petrol,Automatic,2.0
3552,3 Series,6995,2015,107672,Petrol,Manual,2.0
3553,3 Series,7495,2015,108289,Diesel,Manual,2.0
3554,3 Series,16995,2016,16500,Diesel,Automatic,2.0
3555,4 Series,13849,2018,56112,Petrol,Manual,2.0
3556,3 Series,18399,2017,30433,Petrol,Automatic,3.0
3557,X3,9500,2019,94290,Diesel,Manual,3.0
3558,X3,10990,2016,89100,Diesel,Automatic,2.0
3559,3 Series,10000,2014,72746,Diesel,Manual,2.0
3560,3 Series,15500,2015,39950,Diesel,Automatic,2.0
3561,X1,16999,2020,29190,Hybrid,Automatic,1.5
3562,3 Series,9449,2016,72542,Petrol,Manual,2.0
3563,3 Series,13849,2016,66874,Petrol,Automatic,2.0
3564,3 Series,11995,2016,54381,Diesel,Manual,2.0
3565,3 Series,14995,2019,74416,Petrol,Automatic,3.0
3566,3 Series,15495,2014,44564,Petrol,Automatic,3.0
3567,3 Series,15995,2014,55658,Petrol,Automatic,3.0
3568,4 Series,16495,2018,41000,Petrol,Automatic,2.0
3569,5 Series,19075,2020,13974,Petrol,Semiauto,2.0
3570,1 Series,13650,2019,71000,Petrol,Manual,1.6
3571,5 Series,11999,2016,77000,Petrol,Automatic,2.0
3572,3 Series,15990,2016,35183,Diesel,Automatic,2.0
3573,3 Series,16490,2017,27353,Petrol,Automatic,2.0
3574,3 Series,22490,2020,18318,Petrol,Automatic,2.0
3575,4 Series,23990,2020,13404,Petrol,Automatic,2.0
3576,3 Series,26750,2021,22908,Diesel,Automatic,3.0
3577,X3,27750,2020,31505,Petrol,Automatic,3.0
3578,X3,29990,2023,6841,Petrol,Automatic,2.0
3579,3 Series,31990,2021,8946,Petrol,Automatic,2.0
3580,3 Series,30290,2022,8768,Diesel,Semiauto,2.0
3581,X1,33290,2022,8958,Petrol,Semiauto,1.5
3582,3 Series,11495,2016,62388,Diesel,Manual,2.0
3583,3 Series,16220,2019,24737,Petrol,Semiauto,2.0
3584,3 Series,19995,2020,29000,Petrol,Automatic,2.0
3585,3 Series,11998,2017,50580,Diesel,Manual,3.0
3586,3 Series,14398,2018,47318,Petrol,Semiauto,3.0
3587,3 Series,17298,2019,23254,Petrol,Semiauto,3.0
3588,4 Series,19198,2020,67223,Petrol,Semiauto,2.0
3589,5 Series,15500,2016,36000,Petrol,Automatic,2.0
3590,1 Series,9295,2013,111000,Diesel,Manual,1.6
3591,5 Series,14999,2017,53425,Diesel,Automatic,2.0
3592,3 Series,19599,2020,36071,Petrol,Semiauto,2.0
3593,3 Series,15495,2017,31090,Diesel,Automatic,2.0
3594,3 Series,19995,2016,26500,Petrol,Semiauto,2.0
3595,4 Series,8995,2015,60900,Diesel,Manual,2.0
3596,3 Series,12799,2017,73501,Diesel,Manual,3.0
3597,X3,15000,2017,26723,Diesel,Automatic,3.0
3598,X3,15200,2019,23913,Petrol,Automatic,2.0
3599,3 Series,15700,2018,40694,Diesel,Automatic,2.0
3600,3 Series,15700,2020,15596,Petrol,Manual,2.0
3601,X1,16000,2020,37133,Petrol,Automatic,1.5
3602,3 Series,17000,2019,22819,Petrol,Automatic,2.0
3603,3 Series,17200,2020,9620,Petrol,Manual,2.0
3604,3 Series,17300,2020,21249,Petrol,Manual,2.0
3605,3 Series,18000,2018,26983,Petrol,Automatic,3.0
3606,3 Series,18000,2020,14304,Petrol,Manual,3.0
3607,3 Series,18000,2020,27294,Petrol,Automatic,3.0
3608,4 Series,18000,2019,37546,Petrol,Automatic,2.0
3609,5 Series,19500,2020,23641,Petrol,Automatic,2.0
3610,1 Series,16499,2019,28915,Diesel,Manual,1.6
3611,3 Series,11250,2016,66000,Diesel,Manual,2.0
3612,3 Series,15650,2015,35120,Petrol,Automatic,2.0
3613,3 Series,19995,2020,13540,Petrol,Automatic,2.0
3614,4 Series,16440,2018,24705,Petrol,Semiauto,2.0
3615,3 Series,20499,2020,13812,Petrol,Semiauto,3.0
3616,X3,21299,2020,20594,Petrol,Semiauto,3.0
3617,X3,22999,2019,6814,Petrol,Semiauto,2.0
3618,3 Series,30999,2023,10528,Petrol,Semiauto,2.0
3619,3 Series,14995,2015,62000,Diesel,Automatic,2.0
3620,X1,23995,2021,7000,Petrol,Manual,1.5
3621,3 Series,13695,2017,41500,Petrol,Manual,2.0
3622,3 Series,20995,2015,23229,Petrol,Automatic,2.0
3623,3 Series,24072,2022,9422,Petrol,Manual,2.0
3624,3 Series,10000,2014,74000,Diesel,Manual,3.0
3625,3 Series,14995,2015,47011,Petrol,Automatic,3.0
3626,3 Series,18495,2019,48019,Petrol,Automatic,3.0
3627,4 Series,18995,2019,40573,Petrol,Automatic,2.0
3628,5 Series,23450,2020,22248,Petrol,Automatic,2.0
3629,1 Series,32450,2023,6099,Diesel,Automatic,1.6
3630,5 Series,12328,2015,67321,Petrol,Manual,2.0
3631,3 Series,19000,2019,25137,Petrol,Semiauto,2.0
3632,3 Series,13507,2015,63121,Diesel,Automatic,2.0
3633,3 Series,11999,2015,54192,Diesel,Manual,2.0
3634,4 Series,13499,2016,43384,Diesel,Semiauto,2.0
3635,3 Series,15799,2017,21372,Petrol,Manual,3.0
3636,X3,17699,2019,33898,Diesel,Manual,3.0
3637,X3,17999,2019,20919,Petrol,Manual,2.0
3638,3 Series,25499,2022,3360,Petrol,Manual,2.0
3639,3 Series,33999,2023,3999,Hybrid,Semiauto,2.0
3640,X1,36899,2023,7315,Petrol,Semiauto,1.5
3641,3 Series,11995,2017,39357,Petrol,Automatic,2.0
3642,3 Series,19500,2021,30316,Petrol,Manual,2.0
3643,3 Series,19500,2021,30316,Petrol,Manual,2.0
3644,3 Series,13495,2015,57795,Diesel,Manual,2.0
3645,3 Series,10899,2015,45742,Petrol,Manual,3.0
3646,3 Series,16390,2019,33138,Diesel,Semiauto,3.0
3647,3 Series,22490,2021,11480,Petrol,Semiauto,3.0
3648,4 Series,25090,2023,11570,Petrol,Manual,2.0
3649,5 Series,26090,2021,12769,Diesel,Semiauto,2.0
3650,1 Series,26490,2021,3900,Petrol,Semiauto,1.6
3651,5 Series,26490,2021,24497,Petrol,Semiauto,2.0
3652,3 Series,30490,2022,8526,Diesel,Semiauto,2.0
3653,3 Series,31790,2023,6842,Diesel,Semiauto,2.0
3654,3 Series,32990,2023,11822,Petrol,Semiauto,2.0
3655,4 Series,34190,2023,7675,Petrol,Semiauto,2.0
3656,3 Series,16150,2017,20319,Petrol,Manual,3.0
3657,X3,16729,2017,47106,Diesel,Automatic,3.0
3658,X3,13598,2020,32686,Petrol,Manual,2.0
3659,3 Series,13695,2015,45529,Diesel,Semiauto,2.0
3660,3 Series,16790,2017,18546,Petrol,Semiauto,2.0
3661,X1,16849,2015,49139,Petrol,Automatic,1.5
3662,3 Series,18995,2018,23338,Diesel,Automatic,2.0
3663,3 Series,19995,2019,23547,Petrol,Automatic,2.0
3664,3 Series,18199,2019,27104,Petrol,Semiauto,2.0
3665,3 Series,20499,2020,19976,Petrol,Manual,3.0
3666,3 Series,26799,2020,24462,Petrol,Semiauto,3.0
3667,3 Series,28499,2020,14023,Petrol,Semiauto,3.0
3668,4 Series,19990,2021,21671,Petrol,Semiauto,2.0
3669,5 Series,26790,2023,6497,Petrol,Manual,2.0
3670,1 Series,30490,2023,7842,Petrol,Semiauto,1.6
3671,5 Series,31290,2022,6779,Petrol,Semiauto,2.0
3672,3 Series,13990,2018,78603,Petrol,Semiauto,2.0
3673,3 Series,17027,2020,31743,Petrol,Manual,2.0
3674,3 Series,14990,2015,40542,Diesel,Automatic,2.0
3675,4 Series,14990,2017,70371,Petrol,Automatic,2.0
3676,3 Series,14490,2018,49960,Diesel,Manual,3.0
3677,X3,14480,2019,32851,Diesel,Semiauto,3.0
3678,X3,14298,2018,55015,Hybrid,Automatic,2.0
3679,3 Series,8275,2015,77520,Diesel,Manual,2.0
3680,X1,22998,2019,27308,Hybrid,Automatic,1.5
3681,3 Series,12500,2019,34900,Petrol,Manual,2.0
3682,3 Series,11998,2017,50580,Diesel,Manual,2.0
3683,3 Series,14698,2017,42500,Diesel,Semiauto,2.0
3684,3 Series,14698,2019,20689,Petrol,Manual,3.0
3685,3 Series,17698,2017,45108,Diesel,Semiauto,3.0
3686,3 Series,20998,2020,38791,Petrol,Semiauto,3.0
3687,4 Series,26498,2020,20866,Petrol,Semiauto,2.0
3688,5 Series,17900,2017,14982,Petrol,Semiauto,2.0
3689,1 Series,20449,2018,11238,Petrol,Semiauto,1.6
3690,5 Series,15990,2019,39580,Petrol,Manual,2.0
3691,3 Series,18638,2018,18361,Petrol,Semiauto,2.0
3692,3 Series,20295,2020,21553,Petrol,Manual,2.0
3693,3 Series,12495,2016,37577,Diesel,Manual,2.0
3694,4 Series,14995,2016,33500,Diesel,Automatic,2.0
3695,3 Series,17818,2019,34014,Petrol,Semiauto,3.0
3696,X3,20500,2020,24500,Petrol,Automatic,3.0
3697,X3,11800,2017,56566,Diesel,Manual,2.0
3698,3 Series,14000,2020,21050,Petrol,Manual,2.0
3699,3 Series,15700,2018,45000,Petrol,Automatic,2.0
3700,X1,16000,2019,16578,Petrol,Manual,1.5
3701,3 Series,16200,2020,29869,Petrol,Automatic,2.0
3702,3 Series,16700,2016,39793,Petrol,Automatic,2.0
3703,3 Series,17200,2020,23567,Petrol,Semiauto,2.0
3704,3 Series,17400,2019,10655,Petrol,Automatic,3.0
3705,3 Series,18700,2019,26651,Petrol,Automatic,3.0
3706,3 Series,19300,2019,17022,Petrol,Automatic,3.0
3707,4 Series,21500,2021,27385,Diesel,Automatic,2.0
3708,5 Series,17999,2019,32977,Petrol,Semiauto,2.0
3709,1 Series,16950,2017,19326,Petrol,Semiauto,1.6
3710,5 Series,18850,2018,22195,Petrol,Semiauto,2.0
3711,3 Series,23950,2021,15275,Petrol,Semiauto,2.0
3712,3 Series,24950,2021,15792,Petrol,Semiauto,2.0
3713,3 Series,25940,2021,14078,Petrol,Semiauto,2.0
3714,4 Series,26450,2021,24483,Diesel,Semiauto,2.0
3715,3 Series,27450,2023,2550,Petrol,Semiauto,3.0
3716,X3,13057,2018,43392,Petrol,Manual,3.0
3717,X3,15980,2016,20000,Petrol,Automatic,2.0
3718,3 Series,12995,2018,47750,Diesel,Semiauto,2.0
3719,3 Series,15699,2016,40540,Diesel,Semiauto,2.0
3720,X1,18995,2017,20000,Diesel,Automatic,1.5
3721,3 Series,16990,2019,12000,Petrol,Automatic,2.0
3722,3 Series,17990,2015,25000,Diesel,Automatic,2.0
3723,3 Series,12501,2018,65010,Diesel,Manual,2.0
3724,3 Series,14990,2018,48240,Petrol,Automatic,3.0
3725,3 Series,10690,2015,83869,Diesel,Manual,3.0
3726,3 Series,18500,2018,49377,Diesel,Automatic,3.0
3727,4 Series,22500,2021,21305,Petrol,Automatic,2.0
3728,5 Series,22500,2021,4782,Petrol,Manual,2.0
3729,1 Series,23000,2020,29909,Diesel,Automatic,1.6
3730,5 Series,28000,2022,19523,Diesel,Automatic,2.0
3731,3 Series,32000,2022,6137,Hybrid,Automatic,2.0
3732,3 Series,14000,2019,39818,Diesel,Semiauto,2.0
3733,4 Series,13999,2015,31000,Diesel,Automatic,2.0
3734,3 Series,16150,2018,50575,Petrol,Automatic,3.0
3735,X3,16300,2015,24148,Petrol,Automatic,3.0
3736,X3,9995,2015,77000,Diesel,Manual,2.0
3737,X3,9995,2015,77000,Diesel,Manual,2.0
3738,3 Series,9000,2016,113540,Diesel,Manual,2.0
3739,3 Series,13200,2016,47910,Diesel,Automatic,2.0
3740,X1,13800,2016,54470,Diesel,Automatic,1.5
3741,3 Series,15600,2018,30410,Petrol,Automatic,2.0
3742,3 Series,15800,2018,26660,Diesel,Manual,2.0
3743,3 Series,16700,2020,84080,Petrol,Automatic,2.0
3744,3 Series,11900,2016,56378,Petrol,Manual,3.0
3745,3 Series,12500,2016,59351,Hybrid,Automatic,3.0
3746,3 Series,14122,2020,52326,Petrol,Manual,3.0
3747,4 Series,10999,2018,100000,Hybrid,Automatic,2.0
3748,5 Series,13999,2018,31000,Petrol,Manual,2.0
3749,1 Series,11995,2016,48750,Diesel,Manual,1.6
3750,5 Series,16495,2018,28508,Petrol,Automatic,2.0
3751,3 Series,11420,2017,34306,Petrol,Manual,2.0
3752,3 Series,12070,2018,87237,Hybrid,Automatic,2.0
3753,3 Series,12220,2016,38631,Diesel,Semiauto,2.0
3754,4 Series,13420,2017,57872,Diesel,Manual,2.0
3755,3 Series,18820,2021,27300,Diesel,Manual,3.0
3756,X3,20720,2020,29882,Petrol,Semiauto,3.0
3757,X3,20820,2020,29825,Petrol,Semiauto,2.0
3758,3 Series,27820,2020,18446,Petrol,Semiauto,2.0
3759,3 Series,18499,2020,23182,Petrol,Automatic,2.0
3760,X1,15750,2018,33358,Diesel,Automatic,1.5
3761,3 Series,23750,2021,13150,Petrol,Automatic,2.0
3762,3 Series,12750,2018,64614,Petrol,Manual,2.0
3763,3 Series,14450,2018,42733,Hybrid,Automatic,2.0
3764,3 Series,14750,2018,51000,Hybrid,Automatic,3.0
3765,3 Series,15250,2018,38217,Hybrid,Automatic,3.0
3766,3 Series,15450,2018,33594,Hybrid,Automatic,3.0
3767,4 Series,19950,2019,33885,Diesel,Semiauto,2.0
3768,5 Series,21950,2019,24134,Hybrid,Automatic,2.0
3769,1 Series,22450,2021,17209,Petrol,Manual,1.6
3770,5 Series,22950,2021,19945,Diesel,Semiauto,2.0
3771,3 Series,24950,2021,13547,Petrol,Semiauto,2.0
3772,3 Series,24950,2021,21150,Diesel,Semiauto,2.0
3773,3 Series,25450,2021,16825,Petrol,Semiauto,2.0
3774,4 Series,26950,2021,12517,Petrol,Semiauto,2.0
3775,3 Series,26950,2021,20183,Diesel,Semiauto,3.0
3776,X3,29850,2023,393,Petrol,Semiauto,3.0
3777,X3,32950,2023,2782,Diesel,Semiauto,2.0
3778,3 Series,33950,2022,8933,Diesel,Semiauto,2.0
3779,3 Series,33950,2023,9838,Hybrid,Semiauto,2.0
3780,X1,17991,2018,27711,Diesel,Semiauto,1.5
3781,3 Series,11284,2015,65085,Diesel,Manual,2.0
3782,3 Series,25998,2020,15356,Petrol,Semiauto,2.0
3783,3 Series,23885,2021,22284,Petrol,Semiauto,2.0
3784,3 Series,11789,2017,67000,Petrol,Manual,3.0
3785,3 Series,6995,2014,109088,Diesel,Manual,3.0
3786,3 Series,16400,2016,47095,Petrol,Automatic,3.0
3787,4 Series,8990,2015,116000,Diesel,Automatic,2.0
3788,5 Series,17322,2019,40464,Diesel,Manual,2.0
3789,1 Series,12900,2015,34180,Diesel,Manual,1.6
3790,5 Series,16900,2020,5288,Petrol,Manual,2.0
3791,3 Series,11500,2018,68902,Diesel,Manual,2.0
3792,3 Series,9995,2016,93000,Diesel,Manual,2.0
3793,3 Series,12995,2016,79866,Diesel,Automatic,2.0
3794,4 Series,14995,2017,71408,Diesel,Automatic,2.0
3795,3 Series,16995,2018,28449,Diesel,Automatic,3.0
3796,X3,12100,2016,70000,Petrol,Automatic,3.0
3797,X3,18000,2020,48550,Hybrid,Automatic,2.0
3798,3 Series,12049,2016,67113,Diesel,Automatic,2.0
3799,3 Series,12799,2016,17853,Diesel,Automatic,2.0
3800,X1,12999,2016,59421,Diesel,Automatic,1.5
3801,3 Series,13099,2018,81520,Hybrid,Automatic,2.0
3802,3 Series,13549,2017,37356,Petrol,Automatic,2.0
3803,3 Series,13649,2015,23517,Diesel,Automatic,2.0
3804,3 Series,13999,2019,71036,Hybrid,Automatic,3.0
3805,3 Series,16899,2017,35162,Diesel,Automatic,3.0
3806,3 Series,17099,2021,51189,Petrol,Automatic,3.0
3807,4 Series,21899,2022,13921,Petrol,Automatic,2.0
3808,5 Series,22149,2022,9586,Petrol,Automatic,2.0
3809,1 Series,22199,2022,8998,Petrol,Automatic,1.6
3810,5 Series,22249,2022,8193,Petrol,Automatic,2.0
3811,3 Series,22399,2022,11370,Petrol,Automatic,2.0
3812,3 Series,22499,2022,13170,Petrol,Automatic,2.0
3813,3 Series,22599,2022,5303,Petrol,Automatic,2.0
3814,4 Series,22949,2022,21216,Petrol,Automatic,2.0
